Subject Number,Country,Site,Date,Time,Civilian,Date of Birth,Age (Years),Birth State,Occupation,Education,Number of Children,Fitness,Car Make,Car Year,Car Model,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Subgroup Number,Marital Status,Family Income IT,Shoe Size IT,Jacket Size IT,Pants Size Waist IT,Pants Size Waist,Pants Size Inseam IT,Pants Size Inseam,Blouse Size,Pants Size Woman IT,Bra Size
4497,Italy,Genoa2 IT,04/10/2001,15:26:39,Yes,08/01/1969,32.7,Lombardia,Administrative Support,Bachelors,0,More than 10,Other,1997,Sports Car,Male,Italy/Italian,175.00,68.90,77.00,169.76,0,Single,Don't Know,42.0,48,Don't Know,Don't Know,81,31.9,,,
4498,Italy,Genoa2 IT,04/10/2001,15:45:28,Yes,08/10/1959,42.0,Liguria,Service Occupation,High School,2,4-6,No Response,,No Response,Female,Italy/Italian,168.00,66.14,63.00,138.89,0,Married,60MLira-79.9MLira,38.0,,,,,,Med,44,No Response
4499,Italy,Genoa2 IT,04/10/2001,16:26:05,Yes,08/12/1982,18.8,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Male,Italy/Italian,177.00,69.69,62.00,136.69,0,Single,No Response,43.5,Don't Know,80,31.5,Don't Know,Don't Know,,,
4500,Italy,Genoa2 IT,04/10/2001,16:35:16,Yes,13/03/1981,20.6,Liguria,Student,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,168.00,66.14,56.00,123.46,0,Single,Over 150MLira,38.0,,,,,,Med,44,32d
4501,Italy,Genoa2 IT,04/10/2001,17:46:55,Yes,29/08/1969,32.1,Liguria,Administrative Support,Some College,0,2-3,Hyundai,1992,Sports Car,Male,Italy/Italian,174.00,68.50,78.00,171.96,0,Single,30MLira-44.9MLira,42.0,48,90,35.4,78.5,30.9,,,
4502,Italy,Genoa2 IT,08/10/2001,10:36:23,Yes,26/03/1979,22.5,Liguria,Student,High School,0,2-3,Fiat,1996,Economy,Female,Italy/Italian,165.00,64.96,60.00,132.28,0,Single,Don't Know,38.0,,,,,,Med,44,34c
4503,Italy,Genoa2 IT,08/10/2001,10:40:45,Yes,19/05/1975,26.4,Liguria,Computer Programmer/Software Engineer,Masters,0,0-1,Other,1995,Economy,Male,Italy/Italian,170.00,66.93,70.00,154.32,0,Single,45MLira-59.9MLira,41.0,46 or Smaller,85,33.5,76,29.9,,,
4504,Italy,Genoa2 IT,08/10/2001,11:03:19,Yes,05/01/1978,23.8,Liguria,Student,High School,0,2-3,Other,1990,Economy,Male,Italy/Italian,178.00,70.08,72.00,158.73,0,Single,Don't Know,43.5,48,85,33.5,81,31.9,,,
4505,Italy,Genoa2 IT,08/10/2001,11:35:45,Yes,28/05/1983,18.4,Liguria,Student,Middle School,0,4-6,No Response,,No Response,Male,Italy/Italian,175.00,68.90,70.00,154.32,0,Single,No Response,42.0,48,75 or Smaller,29.5,78.5,30.9,,,
4506,Italy,Genoa2 IT,08/10/2001,15:52:54,Yes,02/11/1943,57.9,Liguria,Homemaker,High School,2,0-1,No Response,,No Response,Female,Italy/Italian,160.00,62.99,61.00,134.48,0,Married,20MLira-29.9MLira,38.0,,,,,,Med,46,32b
4507,Italy,Genoa2 IT,08/10/2001,15:56:44,Yes,07/01/1942,59.8,Trentino-Alto Adige,Homemaker,High School,0,0-1,No Response,,No Response,Female,Italy/Italian,167.00,65.75,78.00,171.96,0,Single,Less than 10MLira,39.5,,,,,,Med,46,38b
4508,Italy,Genoa2 IT,08/10/2001,16:00:21,Yes,29/12/1971,29.8,Liguria,Administrative Support,Masters,0,More than 10,Ford,1999,Economy,Female,Italy/Italian,157.00,61.81,44.00,97.00,0,Married,No Response,35.5,,,,,,"X-Small,38",40,
4509,Italy,Genoa2 IT,08/10/2001,17:45:29,Yes,24/03/1976,25.5,Liguria,Student,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,165.00,64.96,61.00,134.48,0,Single,Don't Know,38.0,,,,,,Med,44,34c
4510,Italy,Genoa2 IT,09/10/2001,09:57:28,Yes,27/12/1969,31.8,Liguria,Administrative Support,Masters,0,2-3,Fiat,1998,Don't Know,Female,Italy/Italian,170.00,66.93,53.00,116.84,0,Single,No Response,37.5,,,,,,Med,42,32b
4511,Italy,Genoa2 IT,09/10/2001,10:52:37,Yes,08/08/1970,31.2,Liguria,Administrative Support,High School,0,6-10,Volkswagen,1997,Don't Know,Male,Italy/Italian,180.00,70.87,72.00,158.73,0,Single,100MLira-150MLira,43.0,48,80,31.5,83.5,32.9,,,
4512,Italy,Genoa2 IT,09/10/2001,10:55:53,Yes,22/03/1975,26.6,Liguria,Student,Some College,0,2-3,Fiat,1988,Economy,Female,Italy/Italian,165.00,64.96,52.00,114.64,0,Single,Don't Know,37.0,,,,,,Sm,42,32c
4513,Italy,Genoa2 IT,09/10/2001,11:38:32,Yes,27/05/1976,25.4,Liguria,Student,Some College,0,6-10,No Response,,No Response,Male,Italy/Italian,177.00,69.69,71.00,156.53,0,Single,60MLira-79.9MLira,40.5,48,85,33.5,86,33.9,,,
4514,Italy,Genoa2 IT,09/10/2001,15:34:49,Yes,19/09/1977,24.1,Liguria,Student,Some College,0,4-6,Alfa Romeo,1991,Don't Know,Male,Italy/Italian,173.00,68.11,67.00,147.71,0,Single,Don't Know,42.0,50,85,33.5,78.5,30.9,,,
4515,Italy,Genoa2 IT,09/10/2001,15:42:14,Yes,13/09/1980,21.1,Liguria,Student,Some College,0,2-3,No Response,,No Response,Male,Italy/Italian,175.00,68.90,71.00,156.53,0,Single,Don't Know,42.0,48,80,31.5,76,29.9,,,
4516,Italy,Genoa2 IT,09/10/2001,17:01:26,Yes,29/08/1980,21.1,Liguria,Student,Some College,0,4-6,No Response,,No Response,Male,Italy/Italian,176.00,69.29,72.00,158.73,0,Single,Don't Know,44 or Larger,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,
4517,Italy,Genoa2 IT,09/10/2001,17:12:07,Yes,13/12/1963,37.8,Liguria,Other Specialty Occupation,Middle School,0,4-6,Volkswagen,1995,Intermediate,Male,Italy/Italian,170.00,66.93,70.00,154.32,0,Single,Don't Know,41.0,50,Don't Know,Don't Know,76,29.9,,,
4518,Italy,Genoa2 IT,09/10/2001,17:36:36,Yes,26/08/1977,24.1,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,162.00,63.78,53.00,116.84,0,Single,No Response,37.0,,,,,,Sm,44,34b
4519,Italy,Genoa2 IT,10/10/2001,10:16:47,Yes,15/11/1942,58.9,Liguria,Retired,Technical Training,1,0-1,Other,1998,Economy,Male,Italy/Other,195.00,76.77,95.00,209.44,0,Married,45MLira-59.9MLira,44 or Larger,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,
4520,Italy,Genoa2 IT,10/10/2001,10:43:21,Yes,25/05/1962,39.4,Not Born in Italy,Retired,High School,0,0-1,Suzuki,1987,Sports Car,Male,Italy/Italian,182.00,71.65,150.00,330.69,0,Single,Don't Know,44 or Larger,58 or Larger,150,59.1,88.5,34.8,,,
4521,Italy,Genoa2 IT,10/10/2001,10:53:43,Yes,04/11/1944,56.9,Liguria,Retired,Some College,2,4-6,Volvo,1991,Full Size 4-Dr,Male,Italy/Italian,176.00,69.29,80.00,176.37,0,Married,No Response,43.5,50,90,35.4,78.5,30.9,,,
4522,Italy,Genoa2 IT,10/10/2001,11:10:33,Yes,25/03/1972,29.5,Liguria,Student,Some College,0,0-1,Fiat,1998,Economy,Female,Italy/Italian,158.00,62.20,53.00,116.84,0,Single,No Response,37.0,,,,,,"X-Small,44",4,
4523,Italy,Genoa2 IT,10/10/2001,11:50:42,Yes,14/01/1975,26.7,Liguria,Unemployed,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,164.00,64.57,53.00,116.84,0,Married,60MLira-79.9MLira,37.0,,,,,,"X-Small,42",3,
4524,Italy,Genoa2 IT,10/10/2001,12:08:38,Yes,23/06/1973,28.3,Liguria,Administrative Support,High School,0,More than 10,No Response,,No Response,Female,Italy/Italian,157.00,61.81,59.00,130.07,0,Married,30MLira-44.9MLira,36.0,,,,,,Med,42,34c
4525,Italy,Genoa2 IT,10/10/2001,14:01:39,Yes,11/02/1967,34.7,Liguria,Other Specialty Occupation,Masters,0,2-3,Audi,1999,Compact,Male,Italy/Italian,165.00,64.96,59.00,130.07,0,Single,80MLira-100MLira,40.5,46 or Smaller,75 or Smaller,29.5,71,28.0,,,
4526,Italy,Genoa2 IT,10/10/2001,14:41:33,Yes,25/01/1979,22.7,Liguria,Student,High School,0,2-3,Fiat,2000,Economy,Female,Italy/Italian,153.00,60.24,43.00,94.80,0,Single,Don't Know,36.0,,,,,,Med,44,34
4527,Italy,Genoa2 IT,10/10/2001,15:06:33,Yes,24/08/1978,23.1,Liguria,Technician,High School,0,4-6,Alfa Romeo,2001,Sports Car,Male,Italy/Italian,179.00,70.47,64.00,141.10,0,Single,No Response,41.5,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,
4528,Italy,Genoa2 IT,10/10/2001,15:22:05,Yes,10/04/1977,24.5,Liguria,Other Specialty Occupation,High School,0,4-6,No Response,,No Response,Female,Italy/Italian,153.00,60.24,50.00,110.23,0,Single,Don't Know,36.0,,,,,,Sm,42,34b
4529,Italy,Genoa2 IT,10/10/2001,16:02:02,Yes,15/06/1975,26.3,Liguria,Student,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,187.00,73.62,68.00,149.91,0,Single,No Response,43.0,46 or Smaller,85,33.5,91,35.8,,,
4530,Italy,Genoa2 IT,10/10/2001,16:10:42,Yes,19/06/1965,36.3,Liguria,Administrative Support,High School,0,0-1,Other,1998,Intermediate,Male,Italy/Italian,185.00,72.83,90.00,198.42,0,Single,20MLira-29.9MLira,44 or Larger,50,95,37.4,88.5,34.8,,,
4531,Italy,Genoa2 IT,11/10/2001,09:52:25,Yes,31/08/1966,35.1,Liguria,Unemployed,High School,0,0-1,Fiat,1987,Economy,Female,Italy/Italian,162.00,63.78,50.00,110.23,0,Married,No Response,36.0,,,,,,Sm,42,34b
4532,Italy,Genoa2 IT,11/10/2001,11:27:22,Yes,25/03/1976,25.5,Liguria,Student,Some College,0,2-3,Volkswagen,1999,Sports Car,Female,Italy/Italian,171.00,67.32,58.00,127.87,0,Single,Don't Know,Don't Know,,,,,,Med,44,Don't Know
4533,Italy,Genoa2 IT,11/10/2001,11:34:50,Yes,22/11/1979,21.9,Liguria,Student,Some College,0,4-6,Volkswagen,1999,Sports Car,Female,Italy/Italian,170.00,66.93,62.00,136.69,0,Single,Don't Know,38.0,,,,,,Med,44,34c
4534,Italy,Genoa2 IT,11/10/2001,11:38:23,Yes,10/02/1942,59.7,Liguria,Retired,High School,1,More than 10,Volkswagen,1998,Intermediate,Female,Italy/Italian,158.00,62.20,59.00,130.07,0,Married,Don't Know,36.5,,,,,,Lg,46,34c
4535,Italy,Genoa2 IT,11/10/2001,11:41:45,Yes,09/06/1951,50.3,Liguria,Homemaker,High School,1,0-1,Fiat,1998,Economy,Female,Italy/Italian,167.00,65.75,59.00,130.07,0,Married,Don't Know,38.0,,,,,,Med,44,34b
4536,Italy,Genoa2 IT,11/10/2001,11:45:35,Yes,02/05/1979,22.4,Liguria,Computer Programmer/Software Engineer,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,163.00,64.17,57.00,125.66,0,Single,60MLira-79.9MLira,37.0,,,,,,Sm,40,30 or Smaller
4537,Italy,Genoa2 IT,11/10/2001,15:39:05,Yes,04/03/1981,20.6,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,158.00,62.20,56.00,123.46,0,Single,45MLira-59.9MLira,38.0,,,,,,Med,44,46
4538,Italy,Genoa2 IT,11/10/2001,15:42:41,Yes,16/05/1981,20.4,Liguria,Student,Some College,0,0-1,Other,1992,Economy,Male,Italy/Italian,182.00,71.65,88.00,194.01,0,Single,No Response,44 or Larger,54,90,35.4,Don't Know,Don't Know,,,
4539,Italy,Genoa2 IT,11/10/2001,16:19:07,Yes,29/04/1973,28.5,Liguria,Other Specialty Occupation,Associates,0,2-3,No Response,,No Response,Female,Italy/Italian,173.00,68.11,55.00,121.25,0,Single,Don't Know,38.0,,,,,,Med,44,34c
4540,Italy,Genoa2 IT,11/10/2001,17:05:45,Yes,07/09/1977,24.1,Liguria,Sales/Marketing,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,158.00,62.20,47.00,103.62,0,Single,45MLira-59.9MLira,37.5,,,,,,Sm,40,32b
4541,Italy,Genoa2 IT,11/10/2001,17:23:07,Yes,09/06/1980,21.3,Liguria,Unemployed,High School,0,0-1,No Response,,No Response,Female,Italy/Italian,169.00,66.54,53.00,116.84,0,Single,Don't Know,39.0,,,,,,Med,42,32a
4542,Italy,Genoa2 IT,12/10/2001,09:52:16,Yes,16/08/1963,38.2,Not Born in Italy,Classroom Teacher,Associates,0,4-6,Other,1978,Other,Male,Italy/Other,180.00,70.87,80.00,176.37,0,Divorced,No Response,44 or Larger,52,85,33.5,88.5,34.8,,,
4543,Italy,Genoa2 IT,12/10/2001,10:06:54,Yes,,,Lombardia,Administrative Support,Associates,0,0-1,Ford,1999,Economy,Female,Italy/Italian,165.00,64.96,60.00,132.28,0,Single,No Response,37.5,,,,,,Med,44,34d
4544,Italy,Genoa2 IT,12/10/2001,10:44:29,Yes,27/12/1977,23.8,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,163.00,64.17,50.00,110.23,0,Single,No Response,37.5,,,,,,Med,42,34b
4545,Italy,Genoa2 IT,12/10/2001,11:01:51,Yes,21/06/1980,21.3,Liguria,No Response,Some College,0,No Response,No Response,,No Response,Male,No Response,180.00,70.87,73.00,160.94,0,Single,No Response,44 or Larger,Don't Know,Don't Know,Don't Know,83.5,32.9,,,
4546,Italy,Genoa2 IT,12/10/2001,11:28:15,Yes,27/08/1973,28.1,Liguria,Student,Some College,0,2-3,No Response,,No Response,Male,Italy/Italian,181.50,71.46,73.00,160.94,0,Single,No Response,43.5,50,90,35.4,88.5,34.8,,,
4547,Italy,Genoa2 IT,12/10/2001,11:40:52,Yes,18/12/1970,30.8,Liguria,Other Specialty Occupation,Some College,0,4-6,Fiat,1997,Sports Car,Male,Italy/Italian,177.00,69.69,70.00,154.32,0,Married,80MLira-100MLira,42.0,48,85,33.5,78.5,30.9,,,
4548,Italy,Genoa2 IT,12/10/2001,12:24:17,Yes,26/05/1961,40.4,No Response,Other Specialty Occupation,High School,1,0-1,Ford,1990,Economy,Female,Italy/Other,165.00,64.96,57.00,125.66,0,Divorced,No Response,37.0,,,,,,Med,42,36c
4549,Italy,Genoa2 IT,12/10/2001,12:44:07,Yes,06/05/1957,44.4,Liguria,Other Specialty Occupation,Associates,1,2-3,Fiat,1993,Intermediate,Male,Italy/Italian,172.00,67.72,78.00,171.96,0,Divorced,20MLira-29.9MLira,42.5,50,90,35.4,78.5,30.9,,,
4550,Italy,Genoa2 IT,12/10/2001,14:38:41,Yes,09/05/1979,22.4,Liguria,Student,Some College,0,4-6,Toyota,2001,Compact,Female,Italy/Italian,160.00,62.99,56.00,123.46,0,Single,Don't Know,38.0,,,,,,Sm,42,32a
4551,Italy,Genoa2 IT,12/10/2001,14:47:21,No,25/07/1976,25.2,Liguria,Student,Some College,0,0-1,Volvo,2001,Luxury,Male,Italy/Italian,175.00,68.90,64.00,141.10,0,Single,Don't Know,41.0,46 or Smaller,80,31.5,78.5,30.9,,,
4552,Italy,Genoa2 IT,12/10/2001,14:57:37,Yes,09/05/1977,24.4,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Female,Italy/Italian,154.00,60.63,49.00,108.03,0,Single,30MLira-44.9MLira,36.0,,,,,,"X-Small,38",40,
4553,Italy,Genoa2 IT,15/10/2001,09:54:31,Yes,29/08/1978,23.1,Liguria,Student,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,165.00,64.96,68.00,149.91,0,Single,No Response,40.5,,,,,,Med,48,34c
4554,Italy,Genoa2 IT,15/10/2001,10:04:27,Yes,03/10/1981,20.0,Liguria,Classroom Teacher,Middle School,0,More than 10,No Response,,No Response,Female,Italy/Italian,150.00,59.06,42.00,92.59,0,Single,Don't Know,35 or Smaller,,,,,,"X-Small,38",1,
4555,Italy,Genoa2 IT,15/10/2001,10:08:06,Yes,21/02/1963,38.6,Liguria,Sales/Marketing,High School,0,4-6,Volkswagen,1999,Station Wagon,Male,Italy/Italian,178.00,70.08,79.00,174.17,0,Married,No Response,42.0,52,90,35.4,81,31.9,,,
4556,Italy,Genoa2 IT,15/10/2001,12:05:46,Yes,15/11/1977,23.9,No Response,Unemployed,High School,0,2-3,No Response,,No Response,Female,Italy/Other,162.00,63.78,47.00,103.62,0,Single,No Response,37.0,,,,,,Sm,42,30 or Smaller
4557,Italy,Genoa2 IT,15/10/2001,12:21:31,Yes,01/05/1982,19.5,Calabria,Unemployed,High School,0,2-3,No Response,,No Response,Male,Italy/Italian,170.00,66.93,60.00,132.28,0,Single,No Response,42.5,48,85,33.5,78.5,30.9,,,
4558,Italy,Genoa2 IT,15/10/2001,14:55:31,Yes,01/09/1982,19.1,Liguria,Unemployed,High School,0,More than 10,No Response,,No Response,Male,Italy/Italian,175.00,68.90,68.00,149.91,0,Single,Don't Know,41.0,46 or Smaller,85,33.5,76,29.9,,,
4559,Italy,Genoa2 IT,15/10/2001,15:10:59,Yes,01/10/1976,25.0,Liguria,Student,Masters,0,4-6,No Response,,No Response,Male,Italy/Italian,190.00,74.80,75.00,165.35,0,Single,100MLira-150MLira,43.5,48,85,33.5,93.5,36.8,,,
4560,Italy,Genoa2 IT,15/10/2001,15:20:18,No,28/11/1975,25.9,Liguria,Degreed Engineer,Masters,0,4-6,Lancia,1994,Compact,Male,Italy/Italian,192.00,75.59,80.00,176.37,0,Single,No Response,44 or Larger,54,100,39.4,93.5,36.8,,,
4561,Italy,Genoa2 IT,15/10/2001,15:24:04,Yes,02/11/1981,20.0,Liguria,Unemployed,Technical Training,0,6-10,Volkswagen,2000,Sports Car,Male,Italy/Italian,182.00,71.65,70.00,154.32,0,Single,45MLira-59.9MLira,43.0,48,85,33.5,83.5,32.9,,,
4562,Italy,Genoa2 IT,15/10/2001,16:09:33,Yes,17/08/1959,42.2,Lombardia,Transportation Occupation,Middle School,1,2-3,Volkswagen,1988,Economy,Male,Italy/Italian,172.00,67.72,78.00,171.96,0,Single,10MLira-14.9MLira,42.5,56,100,39.4,76,29.9,,,
4563,Italy,Genoa2 IT,15/10/2001,17:33:19,Yes,24/03/1969,32.6,Liguria,Administrative Support,High School,0,2-3,Fiat,1999,Economy,Female,Italy/Italian,166.00,65.35,62.00,136.69,0,Married,80MLira-100MLira,38.0,,,,,,Med,44,34b
4564,Italy,Genoa2 IT,16/10/2001,09:59:52,Yes,09/11/1975,25.9,Liguria,Student,Masters,0,0-1,No Response,,No Response,Female,Italy/Italian,165.00,64.96,53.00,116.84,0,Single,No Response,37.0,,,,,,Sm,42,32
4565,Italy,Genoa2 IT,16/10/2001,10:56:59,Yes,30/07/1975,26.2,Liguria,Unemployed,Masters,0,2-3,Other,1997,Economy,Male,Italy/Italian,169.00,66.54,58.00,127.87,0,Single,No Response,39.0,Don't Know,80,31.5,71,28.0,,,
4566,Italy,Genoa2 IT,16/10/2001,11:01:34,Yes,12/07/1943,58.3,Piemonta,Retired,High School,2,0-1,No Response,,No Response,Female,Italy/Italian,150.00,59.06,54.50,120.15,0,Divorced,No Response,37.5,,,,,,Med,44,36c
4567,Italy,Genoa2 IT,16/10/2001,11:29:50,Yes,26/04/1981,20.5,Liguria,Student,Some College,0,0-1,Fiat,2001,Economy,Female,Italy/Italian,172.00,67.72,64.00,141.10,0,Single,No Response,39.0,,,,,,Med,44,36
4568,Italy,Genoa2 IT,16/10/2001,11:49:39,Yes,20/09/1943,58.1,Liguria,Retired,Technical Training,No Response,2-3,Fiat,1994,Economy,Male,Italy/Italian,166.00,65.35,79.00,174.17,0,Single,20MLira-29.9MLira,42.0,52,105,41.3,71,28.0,,,
4569,Italy,Genoa2 IT,16/10/2001,12:35:29,Yes,20/07/1975,26.2,Liguria,Other Specialty Occupation,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,160.00,62.99,55.00,121.25,0,Single,Don't Know,38.0,,,,,,Med,44,Don't Know
4570,Italy,Genoa2 IT,16/10/2001,14:25:35,Yes,06/02/1976,25.7,Liguria,Unemployed,Some College,0,More than 10,No Response,,No Response,Male,Italy/Italian,180.00,70.87,78.00,171.96,0,Single,No Response,44 or Larger,50,90,35.4,83.5,32.9,,,
4571,Italy,Genoa2 IT,16/10/2001,14:37:14,No,02/11/1975,26.0,Liguria,Armed Services,Some College,0,More than 10,No Response,,No Response,Male,Italy/Italian,181.00,71.26,79.00,174.17,0,Single,No Response,44 or Larger,48,85,33.5,83.5,32.9,,,
4572,Italy,Genoa2 IT,16/10/2001,14:41:30,Yes,08/06/1977,24.4,Liguria,Student,Some College,0,More than 10,Ford,1999,Sports Car,Male,Italy/Italian,174.00,68.50,86.00,189.60,0,Single,No Response,43.5,48,90,35.4,81,31.9,,,
4573,Italy,Genoa2 IT,16/10/2001,15:19:47,Yes,04/10/1963,38.0,Liguria,Service Occupation,Technical Training,0,More than 10,Other,1996,Sports Car,Male,Italy/Italian,170.00,66.93,71.00,156.53,0,Single,No Response,41.0,52,80,31.5,76,29.9,,,
4574,Italy,Genoa2 IT,16/10/2001,15:51:01,Yes,16/07/1972,29.3,Liguria,Machine Operator,Associates,0,6-10,Ford,2001,Economy,Male,Italy/Italian,168.00,66.14,87.00,191.80,0,Single,No Response,41.0,52,90,35.4,66 or Smaller,26 or Smaller,,,
4575,Italy,Genoa2 IT,16/10/2001,16:22:13,Yes,20/05/1980,21.4,Liguria,Student,Some College,0,6-10,No Response,,No Response,Female,Italy/Italian,168.00,66.14,53.00,116.84,0,Single,Don't Know,37.0,,,,,,Med,40,34b
4576,Italy,Genoa2 IT,16/10/2001,17:20:59,Yes,01/09/1973,28.1,Liguria,Administrative Support,High School,0,More than 10,No Response,,No Response,Male,Italy/Italian,168.00,66.14,55.00,121.25,0,Single,No Response,40.0,46 or Smaller,80,31.5,66 or Smaller,26 or Smaller,,,
4577,Italy,Genoa2 IT,17/10/2001,10:12:44,Yes,25/07/1972,29.2,Liguria,Other Specialty Occupation,Masters,0,0-1,No Response,,No Response,Female,Italy/Italian,170.00,66.93,72.00,158.73,0,Single,Don't Know,40.0,,, ,,,XL,48,32b
4578,Italy,Genoa2 IT,17/10/2001,10:41:57,Yes,16/09/1943,58.1,Liguria,Homemaker,High School,1,0-1,No Response,,No Response,Female,Italy/Italian,172.00,67.72,65.00,143.30,0,Married,Don't Know,40.0,,,,,,XL,50,34b
4579,Italy,Genoa2 IT,17/10/2001,10:56:01,Yes,29/12/1956,44.8,Liguria,Degreed Engineer,Masters,0,6-10,Honda,2000,Intermediate,Male,Italy/Italian,173.00,68.11,70.00,154.32,0,Married,No Response,41.0,48,90,35.4,78.5,30.9,,,
4580,Italy,Genoa2 IT,17/10/2001,12:11:03,Yes,19/05/1979,22.4,Liguria,Student,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,185.00,72.83,80.00,176.37,0,Single,Don't Know,44 or Larger,50,90,35.4,88.5,34.8,,,
4581,Italy,Genoa2 IT,17/10/2001,14:37:31,Yes,02/06/1957,44.4,Liguria,Administrative Support,High School,1,0-1,Fiat,1996,Economy,Female,Italy/Italian,154.00,60.63,49.00,108.03,0,Married,30MLira-44.9MLira,37.0,,,,,,Sm,42,32a
4582,Italy,Genoa2 IT,17/10/2001,14:45:49,Yes,25/02/1981,20.6,Liguria,Administrative Support,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,163.00,64.17,49.00,108.03,0,Single,Don't Know,37.5,,,,,,Med,40,34b
4583,Italy,Genoa2 IT,17/10/2001,15:30:38,Yes,21/05/1979,22.4,Liguria,Mechanic,Middle School,0,More than 10,No Response,,No Response,Male,Italy/Italian,167.00,65.75,59.00,130.07,0,Single,Don't Know,39.0,46 or Smaller,75 or Smaller,29.5,71,28.0,,,
4584,Italy,Genoa2 IT,17/10/2001,15:40:32,Yes,04/11/1973,28.0,Liguria,Administrative Support,High School,0,4-6,Ford,2000,Economy,Male,Italy/Italian,170.00,66.93,70.00,154.32,0,Single,Don't Know,42.0,48,85,33.5,73.5,28.9,,,
4585,Italy,Genoa2 IT,17/10/2001,16:53:14,Yes,08/09/1948,53.1,Liguria,Transportation Occupation,High School,2,More than 10,Fiat,2000,Economy,Male,Italy/Italian,172.00,67.72,66.00,145.51,0,Married,No Response,42.0,50,95,37.4,81,31.9,,,
4586,Italy,Genoa2 IT,17/10/2001,17:29:05,Yes,06/01/1973,28.8,Liguria,Student,Masters,0,More than 10,Volkswagen,1974,Sports Car,Male,Italy/Italian,171.00,67.32,59.00,130.07,0,Single,No Response,39.0,48,85,33.5,81,31.9,,,
4587,Italy,Genoa2 IT,17/10/2001,17:14:27,Yes,09/12/1975,25.9,Liguria,Student,Some College,0,4-6,Other,1998,Economy,Female,Italy/Italian,170.00,66.93,52.00,114.64,0,Single,Don't Know,39.0,,,,,,Med,40,34b
4588,Italy,Genoa2 IT,18/10/2001,10:13:32,Yes,16/05/1954,47.4,Liguria,Homemaker,Middle School,2,More than 10,No Response,,No Response,Female,Italy/Italian,152.00,59.84,56.00,123.46,0,Married,30MLira-44.9MLira,36.5,,,,,,Lg,46,36c
4589,Italy,Genoa2 IT,18/10/2001,10:18:24,Yes,01/04/1949,52.5,Liguria,Other Specialty Occupation,Middle School,2,More than 10,Other,1998,Scooter,Male,Italy/Italian,168.00,66.14,82.00,180.78,0,Married,30MLira-44.9MLira,40.0,50,95,37.4,71,28.0,,,
4590,Italy,Genoa2 IT,18/10/2001,10:25:46,Yes,02/09/1974,27.1,Liguria,Computer Programmer/Software Engineer,High School,0,More than 10,Other,1998,Economy,Male,Italy/Italian,174.00,68.50,73.00,160.94,0,Single,Don't Know,42.0,50,85,33.5,76,29.9,,,
4591,Italy,Genoa2 IT,18/10/2001,11:54:58,Yes,17/12/1976,24.8,Liguria,Student,Some College,0,6-10,No Response,,No Response,Male,Italy/Italian,182.00,71.65,79.00,174.17,0,Single,No Response,44 or Larger,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,
4592,Italy,Genoa2 IT,18/10/2001,11:57:40,Yes,17/10/1978,23.0,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Female,Italy/Italian,168.00,66.14,48.00,105.82,0,Single,100MLira-150MLira,38.5,,,,,,Sm,36 or Smaller,Don't Know
4593,Italy,Genoa2 IT,18/10/2001,12:31:23,Yes,05/01/1965,36.8,Liguria,Other Specialty Occupation,Masters,0,2-3,No Response,,No Response,Male,Italy/Italian,180.00,70.87,80.00,176.37,0,Married,No Response,42.0,50,95,37.4,83.5,32.9,,,
4594,Italy,Genoa2 IT,18/10/2001,14:21:22,Yes,17/10/1974,27.0,Liguria,Student,High School,0,0-1,No Response,,No Response,Male,Italy/Italian,174.00,68.50,70.00,154.32,0,Single,No Response,41.0,50,Don't Know,Don't Know,81,31.9,,,
4595,Italy,Genoa2 IT,18/10/2001,14:48:04,Yes,16/04/1975,26.5,Piemonta,Student,Some College,0,2-3,No Response,,No Response,Female,Italy/Italian,165.00,64.96,58.00,127.87,0,Single,No Response,38.0,,,,,,Med,42,32
4596,Italy,Genoa2 IT,18/10/2001,15:26:21,Yes,09/09/1980,21.1,Liguria,Student,High School,0,2-3,No Response,,No Response,Male,Italy/Italian,177.00,69.69,75.00,165.35,0,Single,No Response,42.5,50,90,35.4,78.5,30.9,,,
